Customer ID,Full Name,Phone Number,Email ID,Age,Gender,City,Occupation,Employment Type,Annual Income,Existing Products Count,Has Credit Card,Has Personal Loan,Has Car Loan,Has Home Loan,Credit Score,Existing Outstanding Debt,Monthly EMI Outstanding,Requested Loan Type,Requested Amount,Missed Payments (12M),Credit Utilization (%),Years with Bank,Marital Status,Number of Dependents,Residence Type,Employment Tenure (Years),Co-Applicant Income,Existing Loans (Other Banks),Previous Default History,Requested Tenure (Months),Collateral Value,Application Date,KYC Status
CUST00208,Sunil Joshi,9542375728-XX,SUNIL.JOSHI349@YAHOO.COM,27,Male,chennai,Freelancer,Self-Employed,1227417,0,0,0,no,0,838,-103848.04,1821.9,Credit Card,-238809,1,12.3,12.3,Single,1,Owned,2.4,,2,false,24,,2025/11/22,Verified
CUST00209,Vivaan Yadav,+91-9974642290,vivaan.yadav122@yahoo.com,29,M,Ahmedabad,Salaried - IT/Tech,Salaried,,1,Y,N,No,no,414,38513.07,916.98,home loan,1856657,0,8.1,10.0,Married,1,Company Provided,0.6,157704.0,0,false,360,2230495.0,2025-12-06,VERIFIED
CUST00210,Isha Sharma,9197473548,ISHA.SHARMA150@OUTLOOK.COM,58,M,Kanpur,Self Employed - Business,Self-Employed,N/A,1,N,false,no,1,892,1098985.31,24421.9,Personal Loan,"800,582",0,31.8,13.5,Married,4,Owned,6.7,,1,N,60,,,Verified
CUST00211,Reyansh Patel,+91-9996297562,reyansh.patel364 at hotmail.com,48,Male,Kochi,Self Employed - Professional,Self-Employed,"2,009,505",3,YES,0,YES,Y,439,597806.86,17080.2,Car Loan,,2,12.8,7.5,Married,1,Rented,18.6,,0,N,60,1597251.0,2025-09-30,  Verified  
CUST00212,Preeti Joshi,9829211472-XX,preeti.joshi377@yahoo.com,21,female,HYDERABAD,Salaried - Education,Salaried,2137349,2,YES,no,true,No,404,950819.57,43219.07,Credit Card,"₹210,688",8,37.2,9.0,Divorced,0,Rented,0.3,,0,false,24,,07/21/2026,Pending
CUST00213,Isha Joshi,9815838988-XX,isha.joshi618@hotmail.com,,FEMALE,Chennai,Business Owner,Self-Employed,753138,2,true,0,true,false,,,3000.6,Credit Card,281166,2,97.3,5.9,Single,0,Rented,3.2,713707.0,1,N,18,,2026/01/23,Verified
CUST00214,Anjali Desai,,anjali.desai556@outlook.com,55,M,Delhi,Salaried - Education,Salaried,799684,1,true,no,no,false,333,N/A,1571.55,Car Loan,"644,235",1,17.8,10.8,Married,0,Rented,19.9,,1,0,36,741732.0,14-03-2026,Verified
CUST00215,Radhika Chopra,97624339, radhika.chopra693@outlook.com ,39,Female,Delhi,Salaried - Private,Salaried,"₹489,240",1,Yes,No,No,No,649,N/A,2864.49,Car Loan,,0,10.4,3.8,Married,1,Owned,12.5,,0,0,72,1170371.0,2026/04/18,Verified
CUST00216,Saanvi Agarwal,9652719151,SAANVI.AGARWAL924@HOTMAIL.COM,38,M,Chandigarh,salaried - private,Salaried,"₹1,627,557",1,YES,no,N,No,402,674652.29,26986.09,Car Loan,"₹1,341,721",1,77.7,5.2,Single,1,Owned,8.6,,1,NO,72,1466254.0,08-01-2026,Verified
CUST00217,Nisha Chopra,+91-9963935915, nisha.chopra232@rediffmail.com ,26,male,Lucknow,Salaried - IT/Tech,Salaried,582149,0,false,0,no,No,378,"37,929",1223.52,Car Loan,1207879,2,34.8,6.3,Married,2,Rented,2.9,,1,N,36,1407624.0,12/13/2025,VERIFIED
CUST00218,Geeta Yadav,,geeta.yadav275@rediffmail.com,60,F,New Delhi,FREELANCER,Self-Employed,"₹1,141,578",3,Yes,yes,Y,0,607,578178.66,15215.23,Car Loan,"₹435,114",1,85.4,4.2,Married,0,Rented,7.3,262472.0,0,no,48,497262.0,2026/06/08,Pending
CUST00219,Saanvi Mishra,09139732456,saanvi.mishra207 at yahoo.com,38,M,Mumbai,Salaried - IT/Tech,Salaried,"1,465,060",1,no,YES,N,0,797,"687,612",45840.77,credit card,,1,87.4,13.5,Married,1,Rented,1.8,,1,0,12,,2026-06-14,Verified
CUST00220,Rita Kumar,+91-9660447662,rita.kumar681 at rediffmail.com,54,F,Chandigarh,Salaried - Government,Salaried,"1,298,566",0,NO,No,no,no,699,,1773.62,Personal Loan,"493,410",0,15.1,3.4,Married,1,Rented,2.0,,1,false,60,,2026-03-30,Verified
CUST00221,Rahul Nair,99421 06991,rahul.nair960@yahoo.com,44,FEMALE,kanpur,Salaried - IT/Tech,Salaried,388391,1,0,no,true,0,355,"₹160,953",2980.61,Personal Loan,315271,1,34.4,14.4,married,3,Owned,20.0,,0,Yes,48,,03 Jan 2026,Verified
CUST00222,Rita Saxena,99124 66001,"rita.saxena242@outlook,com",,  Male  ,bhopal,Salaried - Healthcare,Salaried,2004098,2,0,1,yes,0,803,"566,468",14907.05,Car Loan,1185765,4,82.9,12.4,Single,2,Owned,7.9,,1,No,24,1425758.0,,Verified
CUST00223,Rajesh Kapoor,9949350526,rajesh.kapoor657@yahoo.com,21,F,Pune,Salaried - IT/Tech,Salaried,-1615844,2,false,Y,YES,0,433,"₹821,134",14929.7,Home Loan,"4,179,314",1,88.0,2.2,Married,2,Owned,0.3,213299.0,0,No,300,5793320.0,06/14/2026,Verified
CUST00224,VIVAAN KHANNA,96997 17002,vivaan.khanna663@rediffmail.com,61,M,BENGALURU,Business Owner,Self-Employed,"₹1,131,588",2,Yes,NO,Yes,false,566,,2895.27,Personal Loan,644797,0,73.3,6.6,Single,1,Rented,3.8,,0,No,36,,2026-01-20,Verified
CUST00225,Meera Singh,95631140,MEERA.SINGH877@YAHOO.COM,59,MALE,Surat,self employed - professional,Self-Employed,"₹2,054,607",2,Y,false,YES,N,541,"₹761,454",28202.0,Car Loan,-1260839,0,49.5,13.1,Divorced,1,Owned,11.7,,1,0,72,1338696.0,02/12/2026,Pending
CUST00226,Pooja Khanna,09480428530,pooja.khanna621@rediffmail.com,23,Male,Jaipur,freelancer,Self-Employed,"₹1,897,768",1,yes,NO,no,NO,,"₹46,827",2035.97,Car Loan,"₹656,235",1,93.4,13.2,Married,1,Rented,0.5,183122.0,0,NO,48,787196.0,2026/04/03,Verified
CUST00227,Manju Nair,,"manju.nair850@outlook,com",54,female,Indore,Self Employed - Business,Self-Employed,-1623482,0,0,no,0,no,750,8640.53,411.45,Credit Card,140513,0,49.7,2.6,Married,0,Rented,15.0,,3,N,36,,05/05/2026,Verified
CUST00228,Ashok Bhatia,92589 71462,"ashok.bhatia127@outlook,com",26,MALE,surat,Self Employed - Business,Self-Employed,,0,0,no,N,NO,517,"58,698",4891.49,Personal Loan,"₹486,646",5,28.4,7.6,Married,1,Owned,4.9,430169.0,2,0,36,,2025/11/12,Verified
CUST00229,Neha Saxena,9859894230, neha.saxena676@hotmail.com ,50,FEMALE,Mumbai,Salaried - Healthcare,Salaried,483907,0,NO,No,no,N,882,-6257.89,417.19,Car Loan,"977,738",3,75.7,8.3,Single,0,Owned,7.2,,0,false,36,1058488.0,2026/03/20,Verified
CUST00230,Anil Mishra,,anil.mishra124@outlook.com,52,M,Surat,Self Employed - Business,Self-Employed,"1,805,940",0,N,false,No,false,697,86042.15,1792.54,Home Loan,2256839,2,82.0,9.3,Married,1,Owned,10.4,,0,NO,180,3120457.0,05/22/2026,Verified
CUST00231,Divya Gupta,94121399,divya.gupta480@hotmail.com,26,F,Surat,Self Employed - Business,Self-Employed,"₹835,989",1,no,false,YES,0,882,23940.19,1496.26,Credit Card,"289,177",0,45.4,1.6,Single,2,Owned,1.5,527583.0,0,N,18,,27 Nov 2025,Verified
CUST00232,Aditya Gupta,95469 46709,aditya.gupta898@outlook.com,41,M,Bhopal,Salaried - IT/Tech,Salaried,"1,731,660",1,No,No,YES,false,565,,50311.41,Home Loan,,0,42.5,0.4,Single,1,OWNED,13.3,,1,NO,360,7419601.0,05 Aug 2026,Pending
CUST00233,RAMESH CHOPRA,+91-9963976413, ramesh.chopra310@gmail.com ,29,F,Mumbai,Self Employed - Professional,Self-Employed,-769395,2,no,0,1,Yes,792,"299,428",5649.59,Personal Loan,506957,3,86.5,8.2,Married,2,Owned,3.5,826812.0,1,No,48,,04/24/2026,Verified
CUST00234,Tanya Agarwal,09360521605, tanya.agarwal207@outlook.com ,57,female,New Delhi,Salaried - Healthcare,Salaried,-333027,1,true,false,NO,no,807,"₹147,280",2945.6,Car Loan,-377630,1,51.2,8.9,Single,2,Rented,14.8,,0,No,48,438297.0,2026/01/10,Verified
CUST00235,Riya Sethi,+91-9608242781, riya.sethi120@hotmail.com ,60,Female,Bhopal,Salaried - Education,Salaried,"₹387,270",1,1,0,No,NO,819,,928.19,Car Loan,"₹1,282,447",0,32.9,10.7,Divorced,3,Rented,22.1,,1,0,72,1399716.0,2026/08/14,Verified
CUST00236,Mahesh Joshi,9238616374,mahesh.joshi178@yahoo.com,31,FEMALE,Hyderabad,Salaried - Education,Salaried,2370833,4,Yes,yes,Yes,1,567,"₹507,895",23086.13,Personal Loan,"918,167",4,52.8,12.1,Married,0,Owned,5.8,,3,No,12,,07-06-2026,Verified
CUST00237,Ishaan Bhatia,9841027438-XX,,59,MALE,Delhi,Business Owner,Self-Employed,2217365,0,NO,false,false,0,404,N/A,13044.6,Credit Card,"₹107,580",1,87.7,13.7,Married,1,Owned,15.3,,0,false,24,,11/04/2025,Verified
CUST00238,Aryan Kapoor,+91-9546407987,aryan.kapoor788 at gmail.com,36,M,LUCKNOW,Salaried - IT/Tech,Salaried,"₹2,418,218",2,Yes,true,no,N,551,219977.38,3666.29,Home Loan,"3,414,129",0,45.7,13.8,Single,4,RENTED,10.3,,0,NO,360,4731678.0,08-10-2025,Verified
CUST00239,Priya Chauhan,92764 42282,priya.chauhan445@gmail.com,46,male,Chennai,Salaried - Private,Salaried,"2,480,108",0,No,no,no,No,611,N/A,5592.26,Car Loan,N/A,3,90.5,9.2,Married,1,Rented,22.2,,1,N,48,388603.0,24-07-2026,Verified
CUST00240,Aryan Sethi,, aryan.sethi87@gmail.com ,55,F,Nagpur,Self Employed - Business,Self-Employed,2483008,2,No,Yes,true,no,833,-507589.72,9761.34,personal loan,"₹74,559",0,80.7,9.0,Married,2,Rented,29.6,194959.0,0,No,36,,28-10-2025,VERIFIED
CUST00241,Suresh Kumar,9581827565,suresh.kumar306@rediffmail.com,21,FEMALE,Lucknow,Self Employed - Professional,Self-Employed,N/A,2,true,1,false,no,443,,12199.09,Personal Loan,"160,338",0,60.3,12.4,Married,0,Rented,0.3,,0,no,24,,2026-04-26,Verified
CUST00242,arjun shah,9826732562,arjun.shah539 at hotmail.com,58,Female,Jaipur,Business Owner,Self-Employed,2075961,0,NO,NO,No,0,726,"171,020",8143.82,Personal Loan,558312,2,17.3,10.6,Single,0,Owned,14.4,,3,no,12,,30-06-2026,Verified
CUST00243,Ayaan Kumar,94968 39906,ayaan.kumar586@outlook.com,23,male,Hyderabad,Salaried - Healthcare,Salaried,1578946,0,NO,No,no,N,,,3256.75,Credit Card,,0,31.9,2.9,SINGLE,0,Rented,0.4,510882.0,0,No,24,,03/07/2026,Verified
CUST00244,Ashok Saxena,9750375849-XX, ashok.saxena136@yahoo.com ,53,Female,Bhopal,BUSINESS OWNER,Self-Employed,"924,878",0,0,false,No,0,719,35814.52,967.96,Car Loan,"₹1,434,547",0,68.7,6.8,Married,0,owned,1.0,,1,NO,84,1541788.0,06/08/2026,Verified
CUST00245,Swati Bhatt,09719393966,swati.bhatt776@gmail.com,57,male,Chandigarh,Freelancer,Self-Employed,"378,282",3,1,NO,1,1,510,55672.52,976.71,Home Loan,"₹2,210,078",3,62.7,6.1,Married,3,Owned,13.3,,2,No,240,2591883.0,15-10-2025,Verified
CUST00246,Nikhil Singh,92961392,nikhil.singh262 at gmail.com,30,F,Indore,Self Employed - Business,Self-Employed,547102,2,N,NO,true,Y,699,-32413.89,1543.52,Home Loan,"4,219,735",0,94.4,13.5,Married,0,Rented,2.4,,0,yes,240,4916658.0,04/20/2026,Verified
CUST00247,Arjun Joshi,+91-9131038055,arjun.joshi418@yahoo.com,22,Female,Coimbatore,Salaried - Government,Salaried,1333124,1,0,no,Y,N,756,67116.15,1290.7,Personal Loan,870910,6,40.5,14.8,Single,2,Owned,0.9,,0,NO,60,,2026-01-21,Verified
CUST00248,Rohan Sharma,09164612445,rohan.sharma956@hotmail.com,38,Female,  Nagpur  ,Salaried - Healthcare,Salaried,"1,192,355",1,No,false,1,No,876,50032.57,2943.09,Home Loan,"₹7,358,849",0,18.3,8.4,MARRIED,1,Rented,16.3,661576.0,0,no,300,8964942.0,07/31/2026,Pending
CUST00249,Diya Reddy,95937057,diya.reddy983@rediffmail.com,42,MALE,Chennai,Salaried - Private,Salaried,-2298707,3,Y,Yes,yes,NO,800,,22861.1,Credit Card,,4,66.9,8.2,Single,3,Owned,2.9,,0,0,36,,24-11-2025,Verified
CUST00250,Preeti Tiwari,+91-9109053121,preeti.tiwari128@hotmail.com,44,Male,  Bhopal  ,Salaried - Private,Salaried,1229125,0,false,NO,0,no,496,11058.01,216.82,Car Loan,"₹763,780",0,51.9,5.6,Married,3,Rented,5.0,765843.0,0,N,72,878397.0,21-11-2025,Verified
CUST00251,Mahesh Yadav,9707423317, mahesh.yadav689@rediffmail.com ,57,F,Bengaluru,Self Employed - Business,Self-Employed,N/A,1,Y,No,false,false,580,65939.68,1198.9,Credit Card,"₹383,324",2,63.4,10.3,Single,0,Owned,20.3,,2,NO,36,,2026-01-13,Verified
CUST00252,Divya Kapoor,9632119301,divya.kapoor371@rediffmail.com,23,M,Delhi,SALARIED - IT/TECH,Salaried,,1,Y,0,no,No,885,-999188.96,16935.41,Personal Loan,,0,12.1,3.9,Married,1,RENTED,0.5,,2,no,36,,01/01/2026,Verified
CUST00253,Pooja Rao,,"pooja.rao853@gmail,com",42,F,Bengaluru,Business Owner,Self-Employed,701272,2,false,NO,yes,1,334,"158,794",2835.61,Credit Card,,0,92.3,6.7,Married,2,Owned,14.3,,0,no,12,,2026-07-08,Verified
CUST00254,Karan Bhatia,9743789670-XX,KARAN.BHATIA807@REDIFFMAIL.COM,21,Female,Nagpur,Business Owner,Self-Employed,2095605,0,No,NO,0,no,326,"₹95,157",2883.53,Personal Loan,N/A,0,61.5,1.2,Single,0,Rented,0.3,,0,0,60,,04/10/2026,Verified
CUST00255,Krishna Rathi,91473 20653,krishna.rathi62@yahoo.com,40,Female,Kochi,salaried - healthcare,Salaried,-1605218,1,No,NO,true,false,651,280332.65,23361.05,Personal Loan,110101,0,82.8,8.5,Married,1,Company Provided,12.3,201303.0,0,No,48,,,Verified
CUST00256,rekha agarwal,9707841924,rekha.agarwal987@outlook.com,60,FEMALE,Indore,Salaried - Healthcare,Salaried,"980,651",1,1,NO,NO,N,303,375844.53,6711.51,PERSONAL LOAN,539199,1,27.7,11.1,Divorced,1,Rented,6.4,892409.0,0,false,12,,06-06-2026,Verified
CUST00257,Nikhil Kapoor,9308739111,nikhil.kapoor647 at rediffmail.com,44,Male,Mumbai,Self Employed - Professional,Self-Employed,1129738,3,Yes,Y,N,YES,867,166725.1,6946.88,Credit Card,-112315,3,91.5,0.5,Single,1,Rented,2.8,,0,NO,24,,2026-07-30,VERIFIED
CUST00258,Divya Rathi,,divya.rathi903@hotmail.com,25,F,Chennai,Self Employed - Business,Self-Employed,"₹1,095,412",1,true,N,false,N,550,"₹605,334",10088.89,personal loan,945940,1,80.0,5.0,Married,2,Rented,3.5,,2,0,12,,23-04-2026,verified
CUST00259,Swati Gupta,9279780397-XX,swati.gupta521@hotmail.com,62,M,Chandigarh,Freelancer,Self-Employed,"2,247,278",1,Y,no,NO,No,806,638799.77,13036.73,Home Loan,6852817,5,60.5,0.7,Married,0,Rented,12.1,816532.0,1,Yes,240,8316800.0,2025-10-08,verified
CUST00260,Sai Iyer,9577283948-XX,,35,male,Bhopal,Freelancer,Self-Employed,,1,yes,no,NO,no,624,,21558.3,Personal Loan,513143,0,66.3,5.5,Married,3,Rented,9.1,,2,N,12,,2026/02/26,Verified
CUST00261,Aryan Mehta,9311147379-XX, aryan.mehta692@outlook.com ,37,FEMALE,Jaipur,Self Employed - Professional,Self-Employed,"₹878,248",0,no,no,NO,0,308,67631.78,2254.39,Car Loan,-1146853,5,83.1,11.4,Married,2,Company Provided,15.2,,0,N,36,1313018.0,05/17/2026,Verified
CUST00262,Kritika Chauhan,9603303948,,42,male,Lucknow,Self Employed - Professional,Self-Employed,2098488,1,NO,no,Yes,no,871,-37903.82,1895.19,Personal Loan,"370,415",5,5.9,12.2,Single,1,Owned,14.5,,1,No,36,,22-06-2026,Verified
CUST00263,Kiran Verma,9249394788,kiran.verma158@outlook.com,57,female,Nagpur,Self Employed - Professional,Self-Employed,"1,938,446",1,YES,no,NO,no,762,,23974.32,Credit Card,"109,875",0,57.5,0.7,Single,1,Owned,2.4,,0,N,12,,04/15/2026,Verified
CUST00264,DIVYA SHARMA,9284496457-XX,divya.sharma335@hotmail.com,46,male,Hyderabad,Self Employed - Business,Self-Employed,2054952,2,true,YES,NO,N,433,"₹1,073,239",34620.6,Home Loan,,2,20.1,8.7,married,0,Rented,11.6,893314.0,0,no,360,10075858.0,22 May 2026,Verified
CUST00265,Nisha Sethi,9627162809,nisha.sethi472 at hotmail.com,57,M,bengaluru ,Salaried - IT/Tech,Salaried,2213888,1,1,N,No,NO,479,-551328.19,23970.79,Home Loan,-5340540,0,67.6,10.5,married,2,Owned,26.6,811917.0,0,NO,120,7073604.0,15-12-2025,Verified
CUST00266,Riya Chauhan,9693590140, riya.chauhan125@outlook.com ,25,male,Kochi,Salaried - Healthcare,Salaried,N/A,2,true,yes,N,N,374,774332.03,14078.76,Home Loan,4697364,0,42.9,3.1,Married,1,Rented,0.8,,0,no,120,6046011.0,12/28/2025,Verified
CUST00267,tanya singh,9605504475-XX,tanya.singh841@outlook.com,31,MALE,Mumbai,Salaried - Government,Salaried,"1,043,384",2,true,0,false,Yes,311,"424,062",20193.45,Home Loan,4503851,0,72.9,13.4,Married,1,Owned,6.5,,1,N,120,5619250.0,30-01-2026,Verified
CUST00268,simran sharma,09152253317,SIMRAN.SHARMA791@HOTMAIL.COM,33,F,Kanpur,Self Employed - Professional,Self-Employed,1138800,1,YES,false,false,false,496,"₹464,603",29037.67,Personal Loan,975143,0,84.4,10.0,Single,0,Rented,9.8,620090.0,1,Yes,48,,04/02/2026,Verified
CUST00269,Dhruv Kumar,,"dhruv.kumar332@yahoo,com",21,F,Lucknow,Salaried - Private,Salaried,"₹1,932,367",2,1,Yes,no,NO,677,50943.7,2037.75,Home Loan,"₹4,029,452",2,52.5,14.9,Single,2,Company Provided,0.3,,0,N,240,5622512.0,08/17/2026,Verified
CUST00270,Rita Chauhan,9844876980,,32,female,Chandigarh,Salaried - Government,Salaried,"₹1,705,533",1,1,false,no,NO,538,"₹515,160",9037.89,Credit Card,"₹141,952",0,77.1,2.0,Married,1,Owned,1.1,524045.0,0,N,12,,,pending
CUST00271,Simran Kapoor,9893769688,simran.kapoor899 at outlook.com,29,FEMALE,Lucknow,Salaried - Private,Salaried,2484699,0,no,N,no,NO,534,"₹210,438",6376.9,Car Loan,,0,10.1,13.8,Divorced,3,Rented,2.0,,0,No,84,849410.0,2026/05/04,Verified
CUST00272,Aryan Verma,9781146329, aryan.verma145@yahoo.com ,29,Male,Kolkata,Freelancer,Self-Employed,"1,157,203",2,1,Y,NO,false,502,170056.74,7393.77,Personal Loan,367824,0,47.6,9.6,Married,2,Owned,7.8,,0,N,60,,04-07-2026,Verified
CUST00273,Anil Singh,09980042882,anil.singh977@hotmail.com,22,FEMALE,Indore,SALARIED - GOVERNMENT,Salaried,"1,559,262",1,no,yes,0,false,774,"₹286,138",9537.92,Home Loan,"₹6,215,589",1,11.8,2.2,MARRIED,0,Owned,0.3,,1,false,300,8609034.0,2026-03-05,Verified
CUST00274,Manish Mishra,97316 91986,manish.mishra73@hotmail.com,23,male,Nagpur,Self Employed - Business,Self-Employed,1114652,0,no,0,false,N,656,,1321.01,Car Loan,,2,93.0,11.1,Married,0,Rented,1.4,,1,No,48,493045.0,2026/08/09,Verified
CUST00275,Rahul Bansal,9720989768,rahul.bansal975 at yahoo.com,21,F,Bengaluru,salaried - education,Salaried,"₹1,967,935",1,N,N,yes,No,733,195798.05,5020.46,Car Loan,933800,1,55.7,13.3,Married,2,Rented,0.3,,2,no,72,1125545.0,02/18/2026,Verified
CUST00276,Vikram Yadav,93249 76345,vikram.yadav953@hotmail.com,65,Female,MUMBAI,Self Employed - Business,Self-Employed,"2,362,436",2,Y,true,false,false,595,"1,039,059",47229.96,Personal Loan,N/A,0,17.8,7.4,Married,0,rented,6.6,712437.0,2,N,48,,2026/04/08,Verified
CUST00277,Swati Kumar,97833 65422,swati.kumar171@gmail.com,39,male,Nagpur,Salaried - Government,Salaried,1460824,3,Y,yes,Y,NO,403,"₹8,332",287.33,Credit Card,N/A,1,98.8,1.6,Married,0,Rented,17.8,,3,N,24,,01-07-2026,Verified
CUST00278,Kavya Pandey,9468376600,kavya.pandey323@yahoo.com,44,Female,Nagpur,Salaried - Private,Salaried,"1,793,294",1,N,No,Yes,NO,711,N/A,39015.99,Credit Card,335573,0,55.4,14.3,Single,0,RENTED,15.9,,0,false,12,,07/18/2026,Pending
CUST00279,Geeta Mehta,,"geeta.mehta649@outlook,com",23,Female,Bhopal,Self Employed - Professional,Self-Employed,2332291,2,Y,0,Yes,no,787,N/A,24660.77,Credit Card,"404,973",0,62.7,10.7,Single,3,Rented,1.5,523444.0,0,false,36,,2025/11/20,Verified
CUST00280,Ayaan Joshi,9811506547,ayaan.joshi554@yahoo.com,36,MALE,KOLKATA,Salaried - Government,Salaried,"₹742,371",2,YES,0,1,No,692,"341,331",13128.13,Car Loan,N/A,6,68.7,10.0,Single,2,Rented,12.0,317855.0,1,Yes,24,1531114.0,03/07/2026,Verified
CUST00281,Vinod Yadav,9878492981, vinod.yadav391@rediffmail.com ,48,male,Ahmedabad,Salaried - IT/Tech,Salaried,785238,2,Yes,YES,N,no,492,-350821.29,18464.28,Car Loan,567213,4,95.6,8.7,Married,0,Rented,22.9,,0,NO,84,701521.0,2025-10-29,Verified
CUST00282,Simran Agarwal,+91-9338522684,simran.agarwal110@hotmail.com,21,  Female  ,Lucknow,Self Employed - Business,Self-Employed,,0,NO,N,No,N,449,N/A,2061.04,Credit Card,"₹333,985",0,52.7,10.4,Married,3,Rented,0.3,,0,NO,36,,25 Sep 2025,Pending
CUST00283,Diya Singh,9988934422,diya.singh734 at yahoo.com,35,Male,  Kolkata  ,Business Owner,Self-Employed,"1,943,361",2,YES,no,N,YES,322,638910.53,19360.93,Home Loan,"₹7,186,626",1,38.1,6.0,Married,2,Owned,12.9,,0,N,240,9616184.0,,Verified
CUST00284,Vihaan Bhatia,9861913813,,62,male,Chennai,Business Owner,Self-Employed,N/A,3,true,yes,YES,NO,309,,10520.43,Credit Card,-375633,3,86.6,5.8,Divorced,2,Owned,2.0,,0,Y,12,,2026/05/16,verified
CUST00285,Radhika Malhotra,,radhika.malhotra643@hotmail.com,36,male,Hyderabad,Self Employed - Professional,Self-Employed,,1,Y,No,No,NO,684,914097.56,16927.73,Credit Card,,1,82.7,5.9,Single,1,Owned,2.0,631057.0,2,no,36,,13 Jan 2026,Verified
CUST00286,Reyansh Rathi,+91-9736598991,"reyansh.rathi186@hotmail,com",51,female,surat,Self Employed - Business,Self-Employed,"717,086",1,1,no,false,N,715,"349,738",26902.9,Home Loan,N/A,3,79.4,8.0,married,3,Rented,24.6,,1,NO,120,7367685.0,2026-06-28,VERIFIED
CUST00287,Aarav Bhatt,+91-9580212641,aarav.bhatt820 at outlook.com,28,Male,Chennai,Self Employed - Professional,Self-Employed,-976164,3,yes,yes,false,Y,427,"₹296,450",8470.01,Personal Loan,493601,8,67.5,3.9,Married,3,Company Provided,2.3,,0,false,36,,2026/05/20,Verified
CUST00288,Isha Bansal,,isha.bansal523 at yahoo.com,65,male,Delhi,Self Employed - Professional,Self-Employed,,2,1,YES,0,0,865,58858.75,1731.14,Car Loan,,2,45.1,8.3,Married,2,Owned,13.8,,1,true,36,658976.0,2025/10/01,Verified
CUST00289,Vikram Mishra,09848186455,vikram.mishra662@yahoo.com,,M,INDORE,Self Employed - Business,Self-Employed,"1,626,911",1,false,0,yes,no,379,,5732.21,Credit Card,"₹378,602",1,11.3,9.7,Married,1,Owned,20.0,157397.0,0,yes,36,,2025-10-18,verified
,Ayaan Patel,9665298949,ayaan.patel746@outlook.com,58,F,Hyderabad,Freelancer,Self-Employed,,0,NO,no,false,no,349,30109.48,501.82,Home Loan,,0,75.4,14.5,MARRIED,2,Rented,14.5,157123.0,0,NO,180,3575487.0,06/12/2026,Verified
CUST00291,Vihaan Khanna,09878913009,vihaan.khanna655@outlook.com,36,Female,Bhopal,Self Employed - Business,Self-Employed,2141131,0,No,no,N,no,738,"₹111,466",1955.55,personal loan,370012,1,13.3,4.7,Single,3,Rented,1.4,220225.0,1,No,36,,06/05/2026,Pending
CUST00292,Preeti Bhatia,91114833,PREETI.BHATIA986@HOTMAIL.COM,64,F,Chandigarh,Business Owner,Self-Employed,2460114,1,false,No,no,yes,314,"₹909,681",15418.33,credit card,N/A,0,55.8,5.3,Divorced,2,Company Provided,30.0,,1,N,36,,2025-11-20,Verified
CUST00293,Manju Chauhan,96621 21467,manju.chauhan926@yahoo.com,32,M,Kanpur,Self Employed - Business,Self-Employed,2454548,3,YES,true,NO,YES,415,497721.36,9049.48,Personal Loan,922128,1,77.8,1.9,Married,1,Owned,8.2,,0,NO,60,,2025-09-13,Pending
CUST00294,Lata Bansal,+91-9624272120,lata.bansal59@outlook.com,21,  Female  ,Lucknow,Salaried - IT/Tech,Salaried,N/A,1,true,no,0,NO,309,108492.21,2523.07,Personal Loan,,1,90.4,6.3,Single,0,RENTED,0.3,503024.0,0,N,24,,05/27/2026,Verified
CUST00295,REYANSH KAPOOR,9804674903,reyansh.kapoor860@hotmail.com,31,MALE,Kanpur,Salaried - Education,Salaried,324369,2,Yes,false,1,NO,341,"₹26,017",684.66,Car Loan,"366,283",0,23.9,7.3,Single,1,Owned,5.6,,1,0,60,421362.0,2026/03/13,Verified
CUST00296,Reyansh Rathi,91227 12010,reyansh.rathi130@yahoo.com,43,M,Ahmedabad,Salaried - Private,Salaried,,2,Y,false,1,No,588,"505,865",8431.08,Home Loan,-3578254,1,74.3,3.0,Married,0,Owned,15.5,,0,N,120,4742211.0,2026/05/10,Verified
CUST00297,Aryan Bhatia,,ARYAN.BHATIA645@YAHOO.COM,35,M,Chennai,Salaried - Education,Salaried,460920,4,YES,yes,YES,yes,504,25148.38,1676.56,Home Loan,,1,71.5,14.7,Married,1,Owned,6.2,232541.0,0,1,300,5957719.0,19-09-2025,Verified
CUST00298,Aarav Verma,9809132123,aarav.verma763@outlook.com,34,M,Chandigarh,Salaried - IT/Tech,Salaried,722625,2,1,yes,no,No,414,"₹42,008",3500.66,  Personal Loan  ,397300,0,82.0,11.2,Married,2,Owned,3.8,,0,0,60,,26 Oct 2025,Verified
CUST00299,Seema Sethi,9802608498,seema.sethi838 at yahoo.com,33,female,Hyderabad,Salaried - Government,Salaried,1738218,1,Y,N,NO,N,457,45691.95,1903.83,Home Loan,6117892,2,89.7,11.4,Single,2,OWNED,4.6,,0,N,300,7676431.0,2026/05/10,Verified
CUST00300,Rohan Bansal,09394364860,ROHAN.BANSAL714@YAHOO.COM,39,F,New Delhi,Self Employed - Professional,Self-Employed,,2,Yes,NO,false,1,748,-886103.08,24613.97,Home Loan,4862564,1,24.7,0.3,Married,2,Owned,16.7,,0,no,240,5960786.0,,Verified
